epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
97,12529.5,0.63853,0.55454,0.99833,0.45808,0.46255,0.42457,0.21275,1.85153,1.85897,1.68188,0.000424,0.000424,0.000424
98,12653.4,0.63269,0.54918,0.99493,0.45282,0.46577,0.42474,0.21273,1.85155,1.85718,1.68083,0.000418,0.000418,0.000418
99,12777.1,0.63144,0.5451,0.99456,0.44288,0.46013,0.42423,0.21287,1.85147,1.85547,1.67997,0.000412,0.000412,0.000412
100,12900.7,0.63413,0.54836,0.99499,0.44221,0.45981,0.42434,0.21287,1.85171,1.85449,1.67912,0.000406,0.000406,0.000406
101,13024.6,0.62939,0.54488,0.99291,0.44081,0.46046,0.42466,0.2134,1.85147,1.85282,1.67791,0.0004,0.0004,0.0004
102,13148.5,0.62649,0.5436,0.99306,0.44565,0.46312,0.4249,0.21418,1.85183,1.85025,1.67738,0.000394,0.000394,0.000394
103,13272.3,0.62565,0.53932,0.99187,0.44005,0.46386,0.42524,0.21457,1.85221,1.84813,1.67656,0.000388,0.000388,0.000388
104,13395.8,0.62319,0.53995,0.99107,0.4405,0.46361,0.42513,0.21501,1.85263,1.8466,1.67702,0.000382,0.000382,0.000382
105,13519.3,0.62315,0.53966,0.99148,0.44352,0.46041,0.42532,0.21447,1.853,1.84413,1.67695,0.000376,0.000376,0.000376
106,13642.7,0.6226,0.54001,0.99142,0.44044,0.45168,0.42551,0.21483,1.8536,1.84114,1.67679,0.00037,0.00037,0.00037
107,13765.1,0.61721,0.53377,0.98951,0.436,0.45214,0.42495,0.21473,1.85435,1.83949,1.67671,0.000364,0.000364,0.000364
108,13883,0.61364,0.53034,0.98775,0.45583,0.46113,0.42698,0.21497,1.85559,1.83824,1.67666,0.000358,0.000358,0.000358
109,14006.5,0.61377,0.5322,0.98722,0.44799,0.45499,0.42819,0.21543,1.85585,1.83774,1.67664,0.000352,0.000352,0.000352
110,14129.5,0.61288,0.53219,0.98747,0.44695,0.45398,0.43312,0.21634,1.85609,1.83627,1.67629,0.000346,0.000346,0.000346
111,14252.5,0.60903,0.52881,0.98614,0.44385,0.45609,0.43275,0.21649,1.85653,1.83513,1.67575,0.00034,0.00034,0.00034
112,14375.7,0.60564,0.52409,0.98411,0.44923,0.45213,0.43275,0.21686,1.85725,1.8339,1.67562,0.000334,0.000334,0.000334
113,14499.1,0.60705,0.52545,0.98633,0.44909,0.45273,0.43421,0.21761,1.85766,1.83221,1.67524,0.000328,0.000328,0.000328
114,14622.4,0.60232,0.52047,0.9833,0.45142,0.45218,0.43438,0.21731,1.85872,1.83037,1.6752,0.000322,0.000322,0.000322
115,14745.6,0.605,0.52374,0.98452,0.45087,0.45526,0.43431,0.21758,1.859,1.82898,1.67473,0.000316,0.000316,0.000316
116,14869.1,0.59913,0.51916,0.98226,0.45484,0.4549,0.43371,0.21807,1.85909,1.82785,1.67428,0.00031,0.00031,0.00031
117,14992.6,0.59721,0.51698,0.9807,0.45532,0.45132,0.42935,0.21741,1.85886,1.82558,1.67419,0.000304,0.000304,0.000304
118,15115.9,0.5954,0.51438,0.98085,0.45388,0.44989,0.43039,0.21792,1.86021,1.82353,1.67414,0.000298,0.000298,0.000298
119,15239.3,0.59283,0.51379,0.97875,0.46099,0.45356,0.43932,0.21926,1.86033,1.82332,1.67354,0.000292,0.000292,0.000292
120,15362.7,0.58825,0.50965,0.97741,0.46361,0.45401,0.43952,0.21963,1.86134,1.82183,1.67384,0.000286,0.000286,0.000286
121,15485.9,0.58978,0.51129,0.97831,0.46627,0.45316,0.43952,0.21959,1.86152,1.82066,1.67287,0.00028,0.00028,0.00028
122,15609,0.58496,0.50551,0.97651,0.47552,0.45112,0.44313,0.22148,1.86188,1.81911,1.67264,0.000274,0.000274,0.000274
123,15732.4,0.5838,0.50405,0.97514,0.48491,0.4381,0.44267,0.22213,1.86195,1.81881,1.67229,0.000268,0.000268,0.000268
124,15856.6,0.58105,0.50311,0.97391,0.48418,0.43913,0.44297,0.22256,1.86259,1.81762,1.67277,0.000262,0.000262,0.000262
125,15980.2,0.57676,0.49858,0.97436,0.4848,0.43655,0.44381,0.22278,1.86417,1.81651,1.67249,0.000256,0.000256,0.000256
126,16104.2,0.58052,0.50029,0.97522,0.49139,0.42966,0.44302,0.2226,1.86461,1.81463,1.6722,0.00025,0.00025,0.00025
