epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
135,8380.25,0.83757,0.70147,1.06775,0.3954,0.44067,0.3845,0.18732,2.00376,1.99013,1.82732,0.000196,0.000196,0.000196
136,8442.87,0.83865,0.70063,1.0649,0.39135,0.43998,0.38436,0.18785,2.00423,1.99013,1.82696,0.00019,0.00019,0.00019
137,8505.24,0.83235,0.70065,1.06438,0.39423,0.44052,0.38434,0.18779,2.0041,1.98891,1.82726,0.000184,0.000184,0.000184
138,8567.74,0.82947,0.69451,1.0638,0.41307,0.42427,0.38649,0.18895,2.00435,1.98831,1.82733,0.000178,0.000178,0.000178
139,8631.17,0.83148,0.69117,1.06361,0.41666,0.42279,0.38685,0.18957,2.00442,1.98813,1.82764,0.000172,0.000172,0.000172
140,8693.77,0.82259,0.68941,1.05859,0.41488,0.42195,0.38609,0.1896,2.00381,1.98709,1.82702,0.000166,0.000166,0.000166
141,8756.65,0.82483,0.69354,1.06023,0.41359,0.42259,0.38639,0.18958,2.00381,1.98664,1.82658,0.00016,0.00016,0.00016
142,8819.04,0.82262,0.68596,1.06025,0.40915,0.42285,0.38683,0.18981,2.00376,1.98647,1.82701,0.000154,0.000154,0.000154
143,8881.56,0.81993,0.68471,1.05918,0.42113,0.43066,0.38639,0.18952,2.00443,1.98515,1.82778,0.000148,0.000148,0.000148
144,8944.14,0.81312,0.68506,1.0585,0.4076,0.42527,0.38572,0.18912,2.00448,1.9853,1.82762,0.000142,0.000142,0.000142
145,9006.2,0.81023,0.67837,1.05247,0.40607,0.428,0.38634,0.18946,2.00386,1.98436,1.82693,0.000136,0.000136,0.000136
146,9068.45,0.81439,0.68435,1.05675,0.42196,0.43949,0.38677,0.18951,2.00421,1.985,1.82744,0.00013,0.00013,0.00013
147,9131.1,0.8115,0.68019,1.05556,0.41543,0.44057,0.38626,0.18935,2.00449,1.98464,1.82766,0.000124,0.000124,0.000124
148,9194.46,0.80697,0.6776,1.05505,0.415,0.43959,0.39135,0.19228,2.00412,1.98399,1.82716,0.000118,0.000118,0.000118
149,9256.94,0.81051,0.67857,1.05391,0.419,0.43972,0.39193,0.1923,2.00385,1.98399,1.82717,0.000112,0.000112,0.000112
150,9319.56,0.80613,0.67288,1.05239,0.41856,0.43967,0.39231,0.19233,2.00428,1.98382,1.82747,0.000106,0.000106,0.000106
